PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|CC_TYPE|STYLE|NO_LIVING_LEVELS|LOT_SIZE|ACRE|SQUARE_FEET|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|FEE_INTERVAL|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|COUNTY|STATE|ASSESSMENTS|TAXES|TAX_YEAR|HOA_FEE|UNIT_LEVEL|GARAGE_SPACES|GARAGE_PARKING|PARKING_SPACES|PARKING_FEATURE|NO_BATHS|FLOORING|CONSTRUCTION|EXTERIOR_UNIT_FEATURES|INTERIOR_FEATURES|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|NO_UNITS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
CC|72625260|CT008026|AN4024|ACT|849000|227|Havre|5|1|019|02128|N|PRE-SALE***Super hot Havre St offering.  Red hot Havre St right in on the Jeffries Point Border and centrally located.  Super luxurious new construction with garage parking.  Wide open entertaining unit flow perfectly in to the large bedrooms and master with walk in closet.  Transitional design with dramatic 90 ceilings detailed with coffered ceilings.  Multi zone whole home audio with an automated smarthome including lighting internet professionally installed.  Control lights, climate, security and music truly 2020.|5|2/27/2020 4:48:00 PM|0|N||A|G|1|||1345|Y|6|3|2|0|Y|3|||3||||||3|||3|||3|||3||||||3|||3|||3||||||B|||||||||||||||||||||A|||||||Suffolk|MA|0|0|00|255|3|1|C,E,G,I|0|A|2f;0h|A||G,O|C,D,M,N,Q,R|1|A,B,8|1|A|A|A|A|A,C,D,F,I,P,S|6|N||N||||Sq ft is approximate and not finalized and may vary upon completion of condo docs.|1|N
CC|72625767|TEAM0281|NB1520|ACT|999000|50|Hichborn|101|1|011|02135|N|New Construction Alert! Welcome to Stadia50, Brighton's new standard for luxury living. Perched at the doorstep of Boston Landing, this 46 unit property is the sole opportunity for home ownership in Bostons most exciting neighborhood. This fully amenitized building has a fitness center with web based spin & treadmills, a rooftop sky lounge that opens to a phenomenal roof deck with outdoor kitchen. The unit interiors are expertly designed with premier finishes such as Canadian birch hardwoods, Metropolitan Cabinetry, quartz waterfall counters & Jenn Air or Thermador appliances. Each residence includes central HVAC, laundry & 1 garage parking space. Units range from Studios to 2 bedrooms. Enjoy upscale dining, one-of-a-kind shops, & become part of a community immersed in health & wellness. Live virtual showings available with a member of our sales team during Corona restrictions. Already 60% pre-sold, think long term & capitalize on an amazing opportunity to own the ascent at Stadia 50.|22|6/3/2021 4:33:00 PM|0|N||A|G|1|||1088|N|4|2|2|0|Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|0|733.74|2020|502.35|1|1|A|0|F|2f;0h|A,C|A|C,M|||A||A||A|A|A,C,D,I,J,K,L|46|N||||||includes loft space|1|N
CC|72631380|TEAM0281|NB1520|ACT|550000|50|Hichborn|212|1|011|02135|N|New Construction Alert! Model units now open. Welcome to Stadia50, Brighton's new standard for luxury living. Perched at the doorstep of Boston Landing, this 46 unit condominium property is the sole opportunity for home ownership in Bostons most exciting neighborhood. This fully amenitized building has a fitness center with web based spin & treadmills, a penthouse level sky lounge that opens to a phenomenal roof deck with outdoor kitchen. The unit interiors are expertly designed with premier finishes such as Canadian birch hardwoods, Metropolitan Cabinetry, quartz waterfall counters & Jenn Air or Thermador appliances. Each residence includes central HVAC, laundry & 1 garage parking space. Enjoy upscale dining, one-of-a-kind shops, and become part of a community immersed in health and wellness, anchored by the homes of the Bruins, Celtics and The Track at New Balance. Bostons best brands call Boston Landing home and now you can too. Own the ascent at Stadia 50.|21|6/3/2021 4:22:00 PM|0|N||A|G|1|||507|N|2|1|1|0|Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|0|403.96|2020|271.54|2|1|A|0|F|1f;0h|A,C|A|C,M|||A||A||A|A|A,C,D,I,J,K,L|46|N|||||||1|N
CC|72634243|CN210218|AN2383|ACT|1900000|2|Avery Street|24H|1|108|02111|N|Take advantage of this *major price drop* for a southeast facing corner unit with incredible panoramic views of the city of Boston. Priced well below the assessed value of over $2.15M, this premium condo includes a fully loaded master bedroom and bath, second bedroom and full bath, a guest 1/2 bath/powder room, abundant custom closet storage throughout, and last but not least 2, yes 2, valet parking spaces, an absolute rare find in this building!  Features include updated appliances and cabinets, granite countertops, wine fridge and mini bar, and in-unit washer/dryer. Take advantage of the 24 Hour Concierge, Doorman, Security, Ritz Carlton Hotel services, and 60 hours of complimentary guest parking per month. There is also direct elevator access to the premium Equinox Sports Club including an indoor pool. *See attached matterport.*   *The unit is rented until 5/1/2022.*|14|3/16/2020 2:35:00 PM|0|N||A|F|1|||1573|N|5|2|2|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|2156100|29985|2020|2500|24|2|C|2|F|2f;1h|J,M|C||Q||B,C||A||A|A|A,B,C,D,I,J,K,L|172|N||N|||||4|N
CC|72634654|TM002210|AN2593|ACT|1335000|580|Washington Street|1206|1|108|02111|N|Sunny and spacious two bedroom at Boston's Millennium Place! Situated on the 12th floor of the quiet side of the building, this residence features an ideal floor plan with bedrooms on opposite sides and extremely well-proportioned rooms with no wasted space. Open living/kitchen/dining is ideal for modern day living and highlighted by floor to ceiling windows showcasing great city views. Kitchen features top of the line appliances, granite counter-tops, gas cooking, and wine fridge. Spacious master bedroom with custom walk-in closet and sleek en-suite bathroom. Second bedroom also nicely sized with built-out closet space. Millennium Place residents enjoy unparalleled five star amenities including 24 hour concierge and doorman, access to private club with dining, lounge areas, movie screening room, and on-site fitness center. One valet rental space across the street at The Ritz. Millennium Place is ideally situated close to public transit, Roche Bros, parks, and restaurants.|19|3/17/2020 1:33:00 PM|0|N||A|G|1|||1140|N|2|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|1240684|13076|2019|1279.29|12|1|B|0|B|2f;0h|A,E|||C,D,G||A||A||A|A|A,B,C,D,F,I,J,K,L|256|N|||||||1|N
CC|72636330|NB114937|NB5077|ACT|699900|21|Beacon St|3A|1|102|02108|N|Picture perfect one bedroom at 21 Beacon. Excellent layout over 600 square feet with not an inch of wasted space. Rarely available front facing "A" layout. This charming home features a decorative fireplace, hardwood floors, large closets with excellent storage, and lovely detail throughout. High ceilings and open kitchen give the unit an open and airy feel. Southern exposure and massive windows provide great natural light. Originally built as a the Hotel Bellevue in 1899, 21 Beacon enjoys a rich history. The grand lobby hearkens back to early 20th century elegance. Notable former residents include John F. Kennedy and Louisa May Alcott. Prime location at the top of Beacon Hill adjacent to the State House. Amenities include concierge, on site management, function room, and the best common roof deck in Boston. Excellent rental history and strong condo association. Wonderful opportunity for owner occupants and investors alike.|7|3/20/2020 12:48:00 PM|0|N||A|G|1|600|0.01|600|N|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|570900|6017|2019|630|3|0||1|D|1f;0h||||||C,E||B||A|A||163|N|||||||1|N
CC|72639129|CN222033|AN6193|ACT|1600000|1650|Commonwealth Avenue|606|1|011|02135|N|The Aberdeen is Brighton's newest Iconic residential building: Expertly designed inside & out..... This beautiful Penthouse home has sun-drenched unobstructed North/South/West exposures, an amazing ~800sf private roof deck perfect for sunsets, upgraded kitchen with Quartz counters and Sub Zero & Wolf appliances, marble master bath, 2nd private deck, 2 car covered parking, hardwood floors throughout, central HVAC, and in unit laundry. Ideally situated high on a hill along one of Bostons most historic streets, from the elegant common spaces to the interior of the unit, the design palette emphasizes the beauty of the building. The well thought out spacious floor plan is perfect for living & entertaining. The building has a fitness room, residents lounge, common furnished roof terrace with grill, secured parking, elevator, and an exceptional location close to Whole Foods, Washington Square, Cleveland Circle & the MBTA.|34|3/30/2020 1:14:00 PM|0|N||A|G|1|1440|0.03|1440|N|6|3|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|1140400|12152|2020|1020|6|2|A,E,I,J|0||2f;0h|A||C,M,G,K,O,14|C,D,G|1|A,B|1|A||A|A|A,C,D,I,J,K,L|40|N|||||||2|N
CC|72646103|C2609011|AN4471|ACT|6950000|110|Broad Street|PH2|1|106|02110|N|Like nothing you have seen, the Penthouse residence at The Boulevard set along the Rose Kennedy Greenway has gorgeous views and two floors of extraordinary living. Love living in Boston's Waterfront neighborhood near fabulous restaurants, shopping and nearby parks and public walkways. This three bedroom, three and half bathroom penthouse offers a unique open floor plan. Unbelievable kitchen with beautiful cabinetry, high end Wolf and Sub Zero appliances, entertainment size island.  Gorgeous floor to ceiling walls of glass bring in the natural light. Open floor plan allows for formal dining, a three sided fireplace which can be enjoyed in both the dining room and the fabulous living room. Each bedroom has an en-suite bathroom and great closet space. Private rooftop deck with amazing views! The Boulevard offers concierge, fitness center, club room, pet spa and an automated valet parking system. Minutes to Seaport, North End, Faneuil Hall, and many restaurants and shopping.|27|4/21/2020 12:38:00 PM|0|N||A|F|2|||3736|N|6|3|3|1|Y|1|22X31|C,44|1||2,44||||1||V,O,U,2,5,26,44,47,51|2|13X24|A,I,37|2|11X13|A,V|2|17X20|A,I,V||||2||A,14,21,I,L,33,36|2||A,19,U|2||39,57|BTH|1||B,L|FOY|1||V|||||||||||||||||A||||2||A,19,U|Suffolk|MA|5851000|63043.8|2021|2867|11|2|C,F,G|0||3f;1h|C,U|C|M|||A||A|D|A|A|B,C,D,F,H,I,J,K,L|36|N||Y|F||||2|N
CC|72647898|CN208480|NB4230|ACT|6775000|41|Mount Vernon Street|1B|1|102|02108|N|Maison Vernon 1B is a stunning harmony of classic and modern elegance. Perfection at its finest creating a work of art from a meticulously renovated and beautiful iconic brick and limestone building.The main living area is filled with natural light from 11 tall arch top windows and 13' high ceilings. Altogether there are 30 windows in this unit! Hand selected finishes include Italian custom cabinetry, Carrara marble slabs & hand carved fireplaces by one of the most innovative Parisian-Bostonian developers. French oak chevron flooring and hand cast plaster cartouches and moldings are just a few of the rich architectural details that make this an exceptional and refined residence. Located at the top of the Beacon Hill Historic District with flawless amenities Maison Vernon 1B was recently completed and has never been occupied. A dedicated 24 Hour Concierge with valet parking & smart home technologies including motorized shades provide the ultimate convenience & comfort for luxury living.|39|4/26/2020 10:51:00 AM|0|N||A|G|2|||3392|N|7|3|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|6460800|68897.75|2020|3100|1|1|B|0||3f;1h|A,C,J|B,C|O|D,F,R||A,I,M,7||A,H|D|A,C|A|A,C,D,F,I,J,K,L,P,Q,R,S,T,Y,3|7|N||||||Additional Locked Storage in Lower Level not included in square footage|1|N
CC|72655832|TM328399|AN4282|ACT|450000|21|Beacon St|3D|1|102|02108|N|This quaint Boston pied-de-terre is ideally located directly across from the Boston Common in the heart of Beacon Hill.  Upon entry, an elegant marble lobby and front desk concierge welcomes you into the building.  Offering one bedroom and one bathroom, this condo boasts a super efficient layout, high ceilings, large windows, fantastic closet space, stainless steel appliances and updated kitchen cabinetry.  Low condo fees include all utilities as well as in-building Wi-Fi.  Twenty one Beacon is an elevator building with onsite management, maintenance, laundry and rubbish room on each floor.  Enjoy the common roof deck with an amazing view of downtown Boston. Don't miss this excellent offering in one of Boston's premier concierge buildings.|10|5/13/2020 6:34:00 PM|0|N||A|G|1|290|0.01|290|N|2|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|293300|3091|2019|252|3|0||0||1f;0h|A,C|B,C|M,4|D||E||B||A|A|A,F,I,J|166|N||N|||||0|N
